,0
"Current cigarette smoking among adults, Overall, Crude Prevalence",0.002114745613263341
"Frequent physical distress among adults, Female, Age-adjusted Prevalence",0.0021148804363495186
"Unemployment rate among people 16 years and older in the labor force, Male, Crude Prevalence",0.0021162496886867467
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Male, Number",0.0021167593104685265
"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Overall, Number",0.00211824320098516
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Age >=65, Number",0.002118356191767037
"Coronary heart disease mortality among all people, underlying cause, Male, Number",0.0021220504286168446
"Diseases of the heart mortality among all people, underlying cause, Age >=65, Number",0.002123719311914496
"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Female, Number",0.0021244786637539146
"Coronary heart disease mortality among all people, underlying cause, Overall, Number",0.0021261382602187824
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, White, non-Hispanic, Number",0.0021270747561861047
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Male, Number",0.002127183611089082
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, Age >=65, Number",0.002128160342556722
"Coronary heart disease mortality among all people, underlying cause, Female, Number",0.00213152600278592
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Overall, Number",0.0021320755628507146
"Consumed fruit less than one time daily among adults, Black, non-Hispanic, Age-adjusted Prevalence",0.0021352106668535075
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Female, Number",0.0021363668205472415
"Diabetes mortality among all people, underlying or contributing cause, Age 45-64, Number",0.002136739474228348
"Diseases of the heart mortality among all people, underlying cause, Male, Number",0.002138393951363457
"Diseases of the heart mortality among all people, underlying cause, Overall, Number",0.0021388770801350526
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, White, non-Hispanic, Number",0.0021389417632507925
"Diseases of the heart mortality among all people, underlying cause, Female, Number",0.0021391626873978227
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, Male, Number",0.0021392904135120014
"Diabetes mortality among all people, underlying or contributing cause, White, non-Hispanic, Number",0.0021402015541423414
"Coronary heart disease mortality among all people, underlying cause, White, non-Hispanic, Number",0.0021413426702786044
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, Overall, Number",0.0021432322641041254
"Diseases of the heart mortality among all people, underlying cause, White, non-Hispanic, Number",0.002145833342365584
"Frequent mental distress among adults, Male, Age-adjusted Prevalence",0.0021466834276131
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, Female, Number",0.002147264076813169
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, White, non-Hispanic, Number",0.002150125095731066
"Diabetes mortality among all people, underlying or contributing cause, Female, Age-adjusted Rate",0.0021525210248792112
"Current cigarette smoking among adults, Male, Crude Prevalence",0.0021526991207177614
"Activity limitation due to arthritis among adults with arthritis, Age 18-44, Crude Prevalence",0.0021603525240415588
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Hawaiian or Pacific Islander, non-Hispanic, Number",0.0021621501070618757
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Age 45-64, Number",0.002162535571867737
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, Overall, Crude Rate",0.0021652942258287805
"Subjective cognitive decline among adults aged 45 years and older, White, non-Hispanic, Crude Prevalence",0.0021660109996642766
"Taking medicine for high cholesterol among adults, Hispanic, Age-adjusted Prevalence",0.0021671373903384807
"Taking medicine for high cholesterol among adults, Multiracial, non-Hispanic, Age-adjusted Prevalence",0.002168861617739764
"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older, Black, non-Hispanic, Crude Rate",0.0021713546357856124
"Current cigarette smoking among adults, Overall, Age-adjusted Prevalence",0.002172746530410176
"Current cigarette smoking among adults, Age >=65, Crude Prevalence",0.0021764265720458087
"Coronary heart disease mortality among all people, underlying cause, Age 45-64, Number",0.0021777795596960594
"Average recent physically unhealthy days among adults, Overall, Crude Mean",0.0021813869146463413
"Taking medicine to control high blood pressure among adults with high blood pressure, Black, non-Hispanic, Age-adjusted Prevalence",0.0021839242804211306
"Cigarette smoking during pregnancy among women with a recent live birth, White, non-Hispanic, Crude Prevalence",0.0021843981393821215
"High cholesterol among adults who have been screened, Multiracial, non-Hispanic, Age-adjusted Prevalence",0.0021893623156212286
"Short sleep duration among high school students, Grade 9, Crude Prevalence",0.0021905782560650115
"Diseases of the heart mortality among all people, underlying cause, Age 45-64, Number",0.0021954984485906353
"Recent activity limitation among adults, Male, Age-adjusted Mean",0.002198310278172845
"Diseases of the heart mortality among all people, underlying cause, Age 0-44, Number",0.002200901264801421
"Recent activity limitation among adults, Male, Crude Mean",0.002200933557597491
"Subjective cognitive decline among adults aged 45 years and older, Overall, Crude Prevalence",0.0022058040361477254
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Age 45-64, Number",0.0022092578164209157
"High cholesterol among adults who have been screened, Hispanic, Age-adjusted Prevalence",0.0022118493992153154
"Recent activity limitation among adults, Overall, Age-adjusted Mean",0.002215111924348721
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, American Indian or Alaska Native, non-Hispanic, Number",0.002219763052115468
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, Age 45-64, Number",0.0022208654614840136
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, Female, Age-adjusted Rate",0.0022280300424790743
"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older, Black, non-Hispanic, Number",0.0022293648306287543
"High blood pressure among adults, Black, non-Hispanic, Age-adjusted Prevalence",0.00224223525502457
"Subjective cognitive decline among adults aged 45 years and older, Overall, Age-adjusted Prevalence",0.002246607060446217
"Current cigarette smoking among adults, Male, Age-adjusted Prevalence",0.0022496930070317425
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Age >=65, Crude Rate",0.0022499342210529753
"Coronary heart disease mortality among all people, underlying cause, American Indian or Alaska Native, non-Hispanic, Number",0.002250869185984635
"Consumed vegetables less than one time daily among adults, Age >=65, Crude Prevalence",0.0022513725651872782
"Subjective cognitive decline among adults aged 45 years and older, White, non-Hispanic, Age-adjusted Prevalence",0.0022561805799461193
"Average recent physically unhealthy days among adults, Age >=65, Crude Mean",0.0022604617778330086
"Diabetes mortality among all people, underlying or contributing cause, American Indian or Alaska Native, non-Hispanic, Number",0.0022726391501043885
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, American Indian or Alaska Native, non-Hispanic, Number",0.0022729502920727095
"Work limitation due to arthritis among adults aged 18-64 years with arthritis, Overall, Age-adjusted Prevalence",0.002278649225509068
"Recent activity limitation among adults, White, non-Hispanic, Age-adjusted Mean",0.002286498228786407
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, Female, Crude Rate",0.002286658949328424
"Food insecure in the past 12 months among households, Overall, Crude Prevalence",0.0022886007511151523
"Routine checkup within the past year among adults, Female, Age-adjusted Prevalence",0.0022905011764158775
"Recent activity limitation among adults, Overall, Crude Mean",0.0022970485321183814
"Obesity among high school students, Multiracial, non-Hispanic, Crude Prevalence",0.00229822782424219
"Subjective cognitive decline among adults aged 45 years and older, Male, Crude Prevalence",0.0023004840555350264
"No leisure-time physical activity among adults, Male, Age-adjusted Prevalence",0.0023069883135535553
"Recent activity limitation among adults, White, non-Hispanic, Crude Mean",0.0023183156594801455
"Arthritis among adults, Overall, Age-adjusted Prevalence",0.0023235699170234907
"Frequent physical distress among adults, Male, Age-adjusted Prevalence",0.0023282919488773813
"Subjective cognitive decline among adults aged 45 years and older, Male, Age-adjusted Prevalence",0.0023333468002502073
"Work limitation due to arthritis among adults aged 18-64 years with arthritis, White, non-Hispanic, Crude Prevalence",0.00233601975927311
"Frequent physical distress among adults, White, non-Hispanic, Age-adjusted Prevalence",0.002339426931409995
"Diabetes mortality among all people, underlying or contributing cause, Male, Crude Rate",0.0023407108698689366
"Frequent mental distress among adults, Female, Age-adjusted Prevalence",0.0023411884305899917
"Work limitation due to arthritis among adults aged 18-64 years with arthritis, Female, Crude Prevalence",0.0023417339297736647
"Arthritis among adults, Overall, Crude Prevalence",0.002341828018380983
"Frequent physical distress among adults, Overall, Age-adjusted Prevalence",0.002344051006668239
"Frequent mental distress among adults, Female, Crude Prevalence",0.002348697444232655
"Routine checkup within the past year among adults, White, non-Hispanic, Crude Prevalence",0.002356188214774003
"Frequent physical distress among adults, Female, Crude Prevalence",0.0023609460575776293
"Chronic liver disease mortality among all people, underlying cause, American Indian or Alaska Native, non-Hispanic, Number",0.0023646477562019393
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Male, Crude Rate",0.002366732302876398
"Consumed fruit less than one time daily among adults, Age 18-44, Crude Prevalence",0.0023673208234133787
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Male, Age-adjusted Rate",0.0023686496926872812
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, American Indian or Alaska Native, non-Hispanic, Number",0.0023706380740591356
"Obesity among high school students, Grade 12, Crude Prevalence",0.0023722100132417077
"Diabetes mortality among all people, underlying or contributing cause, White, non-Hispanic, Crude Rate",0.0023722299143584783
"Obesity among adults, White, non-Hispanic, Crude Prevalence",0.0023884961139532313
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Black, non-Hispanic, Crude Rate",0.00239125259836142
"Frequent physical distress among adults, Age >=65, Crude Prevalence",0.0023970016329335183
"Diabetes mortality among all people, underlying or contributing cause, Overall, Crude Rate",0.00240934541326446
"Arthritis among adults, Female, Age-adjusted Prevalence",0.002409346500838839
"No leisure-time physical activity among adults, Male, Crude Prevalence",0.0024110742956031128
"Consumed vegetables less than one time daily among high school students, Grade 11, Crude Prevalence",0.0024158150172529005
"Current cigarette smoking among adults, Age 45-64, Crude Prevalence",0.002423556589619711
"Arthritis among adults, Female, Crude Prevalence",0.0024240291516465437
"Frequent physical distress among adults, Male, Crude Prevalence",0.002429195717961084
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Overall, Age-adjusted Rate",0.0024319420079856094
"Obesity among adults, White, non-Hispanic, Age-adjusted Prevalence",0.0024421317079520058
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Female, Age-adjusted Rate",0.0024455972562572605
"Adults with any disability, Age 18-44, Crude Prevalence",0.0024456896674130623
"Chronic obstructive pulmonary disease among adults, Age >=65, Crude Prevalence",0.0024476867207051177
"Diabetes among adults, Age 18-44, Crude Prevalence",0.0024685843590950053
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Overall, Crude Rate",0.002470261944097802
"Routine checkup within the past year among adults, Female, Crude Prevalence",0.002473872967559525
"Routine checkup within the past year among adults, Male, Age-adjusted Prevalence",0.0024759400396958424
"Frequent physical distress among adults, White, non-Hispanic, Crude Prevalence",0.002476818142263607
"Obesity among adults, Male, Age-adjusted Prevalence",0.0024784887313030316
"Frequent mental distress among adults, Overall, Crude Prevalence",0.002481238898494298
"Frequent physical distress among adults, Overall, Crude Prevalence",0.0024849046575974253
"Routine checkup within the past year among adults, Age >=65, Crude Prevalence",0.0024883958563981495
"Frequent mental distress among adults, Overall, Age-adjusted Prevalence",0.002497058960845976
"Diabetes mortality among all people, underlying or contributing cause, Female, Crude Rate",0.002501497473708456
"Average recent physically unhealthy days among adults, Age 45-64, Crude Mean",0.0025123634093150264
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Female, Crude Rate",0.002516741888609881
"Routine checkup within the past year among adults, Overall, Age-adjusted Prevalence",0.002518728755271211
"Obesity among high school students, Grade 11, Crude Prevalence",0.002528963433763657
"Consumed vegetables less than one time daily among high school students, Hispanic, Crude Prevalence",0.0025365964210199237
"Adults with any disability, Age >=65, Crude Prevalence",0.00254200795380438
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, White, non-Hispanic, Age-adjusted Rate",0.0025422665643633456
"Arthritis among adults, Age 45-64, Crude Prevalence",0.0025423000947045566
"Obesity among high school students, Black, non-Hispanic, Crude Prevalence",0.0025491624253010446
"Incidence of treated end-stage kidney disease, Overall, Adjusted rate by age, sex, race and ethnicity",0.002550283783303098
"Obesity among adults, Male, Crude Prevalence",0.0025537505066793803
"Fair or poor self-rated health status among adults, Male, Age-adjusted Prevalence",0.002555718122707033
"Consumed fruit less than one time daily among high school students, Grade 11, Crude Prevalence",0.0025625899787465943
"Consumed fruit less than one time daily among high school students, Grade 12, Crude Prevalence",0.0025638921672919038
"Consumed fruit less than one time daily among high school students, Grade 9, Crude Prevalence",0.0025827790580649317
"Consumed fruit less than one time daily among high school students, Grade 10, Crude Prevalence",0.002591000735402541
"Consumed regular soda at least one time daily among high school students, Grade 12, Crude Prevalence",0.002591324122697896
"Frequent mental distress among adults, Age >=65, Crude Prevalence",0.0025993026760124114
"Consumed fruit less than one time daily among adults, Male, Crude Prevalence",0.0026023123663300373
"Arthritis among adults, White, non-Hispanic, Crude Prevalence",0.002608040840425976
"Subjective cognitive decline among adults aged 45 years and older, Age 45-64, Crude Prevalence",0.0026136790387903943
"Routine checkup within the past year among adults, Male, Crude Prevalence",0.002618978333210841
"Obesity among adults, Black, non-Hispanic, Crude Prevalence",0.002623710963575393
"Frequent physical distress among adults, Age 45-64, Crude Prevalence",0.0026342840714559976
"No leisure-time physical activity among adults, White, non-Hispanic, Age-adjusted Prevalence",0.0026459786909520666
"Consumed regular soda at least one time daily among high school students, Grade 10, Crude Prevalence",0.0026532306305103543
"Routine checkup within the past year among adults, Overall, Crude Prevalence",0.002656737039564859
"Work limitation due to arthritis among adults aged 18-64 years with arthritis, Male, Crude Prevalence",0.002666189571965538
"Obesity among adults, Black, non-Hispanic, Age-adjusted Prevalence",0.002680897700455305
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, White, non-Hispanic, Crude Rate",0.0026926842536446833
"Consumed fruit less than one time daily among high school students, Female, Crude Prevalence",0.0027040834366910205
"Fair or poor self-rated health status among adults, Male, Crude Prevalence",0.0027043076545051822
"Consumed vegetables less than one time daily among high school students, White, non-Hispanic, Crude Prevalence",0.002708658498747455
"Consumed regular soda at least one time daily among high school students, Male, Crude Prevalence",0.0027131225595157724
"Fair or poor self-rated health status among adults, Overall, Age-adjusted Prevalence",0.002717131102222798
"Fair or poor self-rated health status among adults, Female, Age-adjusted Prevalence",0.0027277811978111115
"Consumed vegetables less than one time daily among high school students, Female, Crude Prevalence",0.0027431081373505634
"Current cigarette smoking among adults, White, non-Hispanic, Crude Prevalence",0.002743590447507151
"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older, White, non-Hispanic, Age-adjusted Rate",0.0027476663772467475
"Consumed vegetables less than one time daily among high school students, Grade 12, Crude Prevalence",0.002747859741566573
"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Male, Age-adjusted Rate",0.0027528746548502064
"Fair or poor self-rated health status among adults, Age >=65, Crude Prevalence",0.002754143352602463
"Diseases of the heart mortality among all people, underlying cause, Black, non-Hispanic, Age-adjusted Rate",0.0027704015474340343
"Frequent mental distress among adults, White, non-Hispanic, Age-adjusted Prevalence",0.002771067621734858
"Consumed fruit less than one time daily among adults, Overall, Age-adjusted Prevalence",0.002771093774443538
"No leisure-time physical activity among adults, Overall, Age-adjusted Prevalence",0.0027711932904244544
"Fair or poor self-rated health status among adults, Age 45-64, Crude Prevalence",0.0027803016231889113
"Diabetes mortality among all people, underlying or contributing cause, Age 45-64, Crude Rate",0.002787378013054517
"Consumed vegetables less than one time daily among high school students, Grade 9, Crude Prevalence",0.002788316067136475
"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Overall, Age-adjusted Rate",0.002788670175494612
"Diabetes mortality among all people, underlying or contributing cause, Age 0-44, Crude Rate",0.0027893798434115123
"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Female, Age-adjusted Rate",0.002789991884327405
"Fair or poor self-rated health status among adults, White, non-Hispanic, Age-adjusted Prevalence",0.002790787993802938
"Current cigarette smoking among adults, White, non-Hispanic, Age-adjusted Prevalence",0.002798675377542113
"Work limitation due to arthritis among adults aged 18-64 years with arthritis, Overall, Crude Prevalence",0.002800467981025575
"Recent activity limitation among adults, Age 45-64, Crude Mean",0.0028055607277330374
"Consumed vegetables less than one time daily among high school students, Grade 10, Crude Prevalence",0.0028095764886790584
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, White, non-Hispanic, Age-adjusted Rate",0.002818150952977816
"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older, White, non-Hispanic, Age-adjusted Rate",0.0028204095216074615
"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older, White, non-Hispanic, Crude Rate",0.0028312919391689276
"Adults with any disability, Male, Age-adjusted Prevalence",0.0028326703437573557
"Frequent mental distress among adults, White, non-Hispanic, Crude Prevalence",0.0028369569213852475
"Work limitation due to arthritis among adults aged 18-64 years with arthritis, Age 45-64, Crude Prevalence",0.0028442095590840767
"2 or more chronic conditions among adults, Age 18-44, Crude Prevalence",0.0028486097417776057
"No leisure-time physical activity among adults, White, non-Hispanic, Crude Prevalence",0.0028520263657682695
"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Female, Crude Rate",0.0028550257025434208
"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Male, Crude Rate",0.0028562500725081027
"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Overall, Crude Rate",0.0028731163086644063
"Fair or poor self-rated health status among adults, Overall, Crude Prevalence",0.0028753201273127578
"Consumed regular soda at least one time daily among high school students, Grade 11, Crude Prevalence",0.002875636074309778
"Activity limitation due to arthritis among adults with arthritis, Male, Age-adjusted Prevalence",0.0028809709357307113
"Fair or poor self-rated health status among adults, Female, Crude Prevalence",0.002882568910472294
"Arthritis among adults, White, non-Hispanic, Age-adjusted Prevalence",0.0028876542698948377
"Adults with any disability, Male, Crude Prevalence",0.002893773167415021
"Coronary heart disease mortality among all people, underlying cause, Age >=65, Crude Rate",0.0029127866306268503
"Routine checkup within the past year among adults, Age 45-64, Crude Prevalence",0.0029136573111817497
"Diabetes among adults, Age >=65, Crude Prevalence",0.0029137623114664927
"No leisure-time physical activity among adults, Overall, Crude Prevalence",0.002916992194258897
"Adults with any disability, White, non-Hispanic, Crude Prevalence",0.0029203159726820713
"Obesity among high school students, Grade 9, Crude Prevalence",0.0029209638452499433
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, White, non-Hispanic, Crude Rate",0.0029272334605904503
"Activity limitation due to arthritis among adults with arthritis, Male, Crude Prevalence",0.002930774697280564
"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older, White, non-Hispanic, Crude Rate",0.002934057805263244
"Severe joint pain among adults with arthritis, Age 18-44, Crude Prevalence",0.002934470095878324
"Adults with any disability, White, non-Hispanic, Age-adjusted Prevalence",0.002953465680303333
"Living below 150% of the poverty threshold among all people, Multiracial, non-Hispanic, Crude Prevalence",0.0029574855264433396
"Consumed fruit less than one time daily among adults, White, non-Hispanic, Age-adjusted Prevalence",0.0029594060291620312
"Severe joint pain among adults with arthritis, Male, Age-adjusted Prevalence",0.0029615924264302772
"No leisure-time physical activity among adults, Age 45-64, Crude Prevalence",0.002967085827470975
"Fair or poor self-rated health status among adults, White, non-Hispanic, Crude Prevalence",0.002969957709389001
"2 or more chronic conditions among adults, White, non-Hispanic, Crude Prevalence",0.002974834434322687
"No leisure-time physical activity among adults, Female, Age-adjusted Prevalence",0.0029853348092200274
"Living below 150% of the poverty threshold among all people, Hispanic, Crude Prevalence",0.002985767002335975
"Living below 150% of the poverty threshold among all people, White, non-Hispanic, Crude Prevalence",0.002989789229508034
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Age 0-44, Crude Rate",0.002997268304115302
"Chronic obstructive pulmonary disease among adults, Age 18-44, Crude Prevalence",0.002997543813441793
"Chronic obstructive pulmonary disease among adults, Male, Crude Prevalence",0.0029998537142453354
"Diseases of the heart mortality among all people, underlying cause, Black, non-Hispanic, Crude Rate",0.0030111207094917092
"Obesity among adults, Age 18-44, Crude Prevalence",0.0030171155242448315
"Coronary heart disease mortality among all people, underlying cause, White, non-Hispanic, Crude Rate",0.0030215168391898393
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, Age 45-64, Crude Rate",0.003036160507442748
"Adults with any disability, Overall, Age-adjusted Prevalence",0.0030415018110204416
"Severe joint pain among adults with arthritis, White, non-Hispanic, Age-adjusted Prevalence",0.0030432415965044738
"2 or more chronic conditions among adults, Age >=65, Crude Prevalence",0.0030524604849012987
"Consumed fruit less than one time daily among adults, Overall, Crude Prevalence",0.0030673659276496392
"Consumed vegetables less than one time daily among high school students, Overall, Crude Prevalence",0.003068578484737475
"Chronic obstructive pulmonary disease among adults, Female, Crude Prevalence",0.0030714926254380103
"Chronic obstructive pulmonary disease among adults, Overall, Crude Prevalence",0.0030791209736067003
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Age 45-64, Crude Rate",0.003079573083576815
"Adults with any disability, Female, Age-adjusted Prevalence",0.0030893006597619843
"Obesity among high school students, Female, Crude Prevalence",0.003091980674530207
"Diabetes among adults, Female, Age-adjusted Prevalence",0.0030944807746422064
"Chronic obstructive pulmonary disease among adults, Female, Age-adjusted Prevalence",0.003095201113336895
"Chronic obstructive pulmonary disease among adults, Age 45-64, Crude Prevalence",0.0030954326315569187
"High blood pressure among adults, Black, non-Hispanic, Crude Prevalence",0.0030966527237257283
"Taking medicine to control high blood pressure among adults with high blood pressure, Age >=65, Crude Prevalence",0.003099904174007974
"2 or more chronic conditions among adults, Male, Crude Prevalence",0.0031015352362747787
"Chronic obstructive pulmonary disease among adults, Male, Age-adjusted Prevalence",0.0031029280162730294
"Diabetes among adults, Male, Age-adjusted Prevalence",0.0031049384548713387
"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Male, Age-adjusted Rate",0.0031052498682927364
"No leisure-time physical activity among adults, Age >=65, Crude Prevalence",0.003114135597099389
"Consumed regular soda at least one time daily among high school students, Overall, Crude Prevalence",0.0031166685142913117
"Obesity among adults, Overall, Age-adjusted Prevalence",0.003116701177478574
"Adults with any disability, Overall, Crude Prevalence",0.0031216413269156613
"Adults with any disability, Age 45-64, Crude Prevalence",0.003137815539225654
"Obesity among adults, Age 45-64, Crude Prevalence",0.003139642385536234
"Chronic obstructive pulmonary disease among adults, Overall, Age-adjusted Prevalence",0.0031401900871185443
"Activity limitation due to arthritis among adults with arthritis, Female, Age-adjusted Prevalence",0.0031464430728906454
"Obesity among adults, Overall, Crude Prevalence",0.0031494011877268966
"Activity limitation due to arthritis among adults with arthritis, Overall, Age-adjusted Prevalence",0.003150141119750178
"No leisure-time physical activity among adults, Female, Crude Prevalence",0.003156087056235559
"2 or more chronic conditions among adults, Male, Age-adjusted Prevalence",0.0031574189124656754
"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Overall, Age-adjusted Rate",0.003160117264379483
"2 or more chronic conditions among adults, White, non-Hispanic, Age-adjusted Prevalence",0.003161825682603351
"Consumed fruit less than one time daily among adults, Age 45-64, Crude Prevalence",0.003166781316418374
"Consumed fruit less than one time daily among high school students, Male, Crude Prevalence",0.0031799169942195622
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Female, Age-adjusted Rate",0.00318191908657547
"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Female, Age-adjusted Rate",0.0031832065106801696
"Obesity among high school students, Grade 10, Crude Prevalence",0.0031884138661183144
"Taking medicine for high cholesterol among adults, Age 18-44, Crude Prevalence",0.003189847320147913
"Consumed vegetables less than one time daily among high school students, Male, Crude Prevalence",0.0031915000559370596
"Adults with any disability, Female, Crude Prevalence",0.003191552457928479
"Consumed fruit less than one time daily among adults, Female, Age-adjusted Prevalence",0.0031942155828790352
"High cholesterol among adults who have been screened, Age 18-44, Crude Prevalence",0.0031985588695615267
"Coronary heart disease mortality among all people, underlying cause, Male, Crude Rate",0.003199208418626134
"Obesity among high school students, Male, Crude Prevalence",0.0032050628438456898
"Frequent mental distress among adults, Age 45-64, Crude Prevalence",0.003213047714155353
"Obesity among high school students, White, non-Hispanic, Crude Prevalence",0.003214180901102456
"Diabetes among adults, White, non-Hispanic, Age-adjusted Prevalence",0.0032280413458863613
"Consumed fruit less than one time daily among high school students, White, non-Hispanic, Crude Prevalence",0.0032293152583534363
"Consumed fruit less than one time daily among high school students, Overall, Crude Prevalence",0.003235036989374216
"Diabetes among adults, Overall, Age-adjusted Prevalence",0.00323516171912371
"Activity limitation due to arthritis among adults with arthritis, Overall, Crude Prevalence",0.003237166922754997
"2 or more chronic conditions among adults, Female, Crude Prevalence",0.003238959395398512
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, White, non-Hispanic, Crude Rate",0.0032505551126418633
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Age >=65, Crude Rate",0.003250697617263184
"Obesity among adults, Female, Age-adjusted Prevalence",0.003252278918024905
"Obesity among adults, Female, Crude Prevalence",0.003256088554008306
"2 or more chronic conditions among adults, Overall, Crude Prevalence",0.003262635395720772
"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Female, Crude Rate",0.003262797908801653
"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Male, Crude Rate",0.0032657153159763525
"2 or more chronic conditions among adults, Female, Age-adjusted Prevalence",0.0032701281658936796
"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Overall, Crude Rate",0.003276793853138701
"Consumed regular soda at least one time daily among high school students, Female, Crude Prevalence",0.003279409647054197
"Consumed regular soda at least one time daily among high school students, Grade 9, Crude Prevalence",0.003285409163843325
"Consumed regular soda at least one time daily among high school students, White, non-Hispanic, Crude Prevalence",0.0032981125570611405
"Diabetes among adults, Age 45-64, Crude Prevalence",0.003310508835013714
"Obesity among high school students, Overall, Crude Prevalence",0.0033206902324632867
"Coronary heart disease mortality among all people, underlying cause, Overall, Crude Rate",0.003320988995777668
"Activity limitation due to arthritis among adults with arthritis, Female, Crude Prevalence",0.0033283445836251
"2 or more chronic conditions among adults, Overall, Age-adjusted Prevalence",0.0033424022719468066
"Consumed fruit less than one time daily among adults, Female, Crude Prevalence",0.0033461262959078755
"Coronary heart disease mortality among all people, underlying cause, Female, Crude Rate",0.0033777870871388336
"Activity limitation due to arthritis among adults with arthritis, White, non-Hispanic, Age-adjusted Prevalence",0.003381177400275822
"Diabetes among adults, Female, Crude Prevalence",0.003387130055966219
"Severe joint pain among adults with arthritis, Female, Age-adjusted Prevalence",0.0033891136921662796
"Activity limitation due to arthritis among adults with arthritis, White, non-Hispanic, Crude Prevalence",0.003391586348151396
"Activity limitation due to arthritis among adults with arthritis, Age 45-64, Crude Prevalence",0.0034039746064547225
